id,name,hash
ITEM_26_0020,Vitality Wrightstone (ITEM_26_0020),68B1AE43
ITEM_26_0130,Vitality Wrightstone (ITEM_28_0130),3EF6DEF5
ITEM_26_0131,Vitality Wrightstone (ITEM_28_0131),71173866
ITEM_26_1000,Vitality Wrightstone (ITEM_26_1000),A062B3E4
ITEM_26_1002,Vitality Wrightstone (ITEM_26_1002),559E221D
ITEM_26_1003,Vitality Wrightstone (ITEM_26_1003),4BE41EC1
ITEM_26_9999,Vitality Wrightstone (ITEM_26_9999),21DAD920
ITEM_27_0000,Fortification Wrightstone (ITEM_27_0000),CB1E804F
ITEM_27_0001,Fortification Wrightstone (ITEM_27_0001),EEB19BEC
ITEM_27_0010,Fortification Wrightstone (ITEM_27_0010),A23F4F46
ITEM_27_0011,Fortification Wrightstone (ITEM_27_0011),817A2CC1
ITEM_27_0012,Fortification Wrightstone (ITEM_27_0012),BA78C0B2
ITEM_27_0013,Fortification Wrightstone (ITEM_27_0013),67AB886E
ITEM_27_0020,Fortification Wrightstone (ITEM_27_0020),4D16FCAB
ITEM_27_0130,Fortification Wrightstone (ITEM_27_0130),BE6124AD
ITEM_27_0131,Fortification Wrightstone (ITEM_27_0131),667EE1D3
ITEM_27_1000,Fortification Wrightstone (ITEM_27_1000),AD9737A9
ITEM_27_1002,Fortification Wrightstone (ITEM_27_1002),2492ECC9
ITEM_28_0000,Sequestration Wrightstone (ITEM_28_0000),463ABC2D
ITEM_28_0001,Sequestration Wrightstone (ITEM_28_0001),19B187D7
ITEM_28_0010,Sequestration Wrightstone (ITEM_28_0010),035C056D
ITEM_28_0011,Sequestration Wrightstone (ITEM_28_0011),F9D46AD2
ITEM_28_0012,Sequestration Wrightstone (ITEM_28_0012),AAB4C91A
ITEM_28_0013,Sequestration Wrightstone (ITEM_28_0013),40044975
ITEM_28_0020,Sequestration Wrightstone (ITEM_28_0020),7A1CF760
ITEM_28_0130,Sequestration Wrightstone (ITEM_28_0130),0BD373A4
ITEM_28_0131,Sequestration Wrightstone (ITEM_28_0131),202A0DB9
ITEM_28_1000,Sequestration Wrightstone (ITEM_28_1000),D2C1330F
ITEM_28_1002,Sequestration Wrightstone (ITEM_28_1002),176436F3
ITEM_28_1003,Sequestration Wrightstone (ITEM_28_1003),F6155395
ITEM_28_9999,Sequestration Wrightstone (ITEM_28_9999),8DB0B117
ITEM_29_0000,Internal Wrightstone Slot 29-0000,FE8E1500
ITEM_29_0001,Internal Wrightstone Slot 29-0001,8436A713
ITEM_30_0000,Mirage Munition,41776DFD
ITEM_31_0000,Bizarre Wing,D47F792A
ITEM_31_0001,Bizarre Ice Spine,ED91FE58
ITEM_31_0002,Chilling Demon Eye,E4070E98
ITEM_31_0010,Bleak Bone,B83B6B1D
ITEM_31_0011,Bleak Armguard,0692327C
ITEM_31_0012,Frosty War Axe,8BEF5254
ITEM_31_0020,Purgatory Bone,20612B0A
ITEM_31_0021,Purgatory Armguard,9BE7982B
ITEM_31_0022,Searing War Axe,68FF3A08
ITEM_31_0030,Griffin Feather,CD298CC8
ITEM_31_0031,Griffin Talon,7E7999B3
ITEM_31_0032,Giant Beak,65D98A52
ITEM_31_0040,Landbeast Claw,C96755A7
ITEM_31_0041,Landbeast Plate,52BB246C
ITEM_31_0042,Landbeast Horn,21B32140
