category,id,name,decimal,source,aliases
Model Enemy,EM0803,Wind Gyre,,Community model_ids.md,
Model Enemy,EM0804,Light Gyre,,Community model_ids.md,
Model Enemy,EM0805,Dark Gyre,,Community model_ids.md,
Model Enemy,EM0900,Fire Spirit/Trialbeast Flame Elemental/Phondam Elemental/Vayoi Elemental/Torchlight Spirit/Crimson Phantom/Ruby Phantom/Shimmering Flame,,Community model_ids.md,
Model Enemy,EM0901,Water Effigy,,Community model_ids.md,
Model Enemy,EM0902,Water Spirit/Elemental/Phantom,,Community model_ids.md,
Model Enemy,EM0903,Wind Effigy,,Community model_ids.md,
Model Enemy,EM1000,Aviaeth Saber/Aviaeth Trooper,,Community model_ids.md,
Model Enemy,EM1001,Aviaeth Lancer,,Community model_ids.md,
Model Enemy,EM1002,Aviaeth Archer,,Community model_ids.md,
Model Enemy,EM1003,Aviaeth Flagbearer/Aviaeth Honor Guard,,Community model_ids.md,
Model Enemy,EM1004,Inquisitor Rook/Aviaeth Dreadnaught/Galcia the Saved/Hardened Rynell,,Community model_ids.md,
Model Enemy,EM1005,Reaper Avalan/Sinner Balgas/Aviaeth Avenger/Deluded Derleth,,Community model_ids.md,
Model Enemy,EM1006,Aviaeth Crusader,,Community model_ids.md,
Model Enemy,EM1100,Sword Veil Fellowship,,Community model_ids.md,
Model Enemy,EM1200,Vaza'ite Raptor,,Community model_ids.md,
Model Enemy,EM1300,Droita Sentinel,,Community model_ids.md,
Model Enemy,EM1301,Droita Mother/Droita Mother (Assault)/Droita Cyclops Prototype,,Community model_ids.md,
Model Enemy,EM1303,Droita Balsam/Torpedo Balsam,,Community model_ids.md,
Model Enemy,EM1500,Rock Golem,,Community model_ids.md,
Model Enemy,EM1600,Griffin/Wraithwing/Goblin Eater/Obsidian Raptor,,Community model_ids.md,
Model Enemy,EM1700,Behemoth,,Community model_ids.md,
Model Enemy,EM1800,Ancient Dragon/Frumious Bandersnatch/Ferocious Garamud,,Community model_ids.md,
Model Enemy,EM1801,Vrazarek Firewyrm,,Community model_ids.md,
Model Enemy,EM1802,Wilinus Icewyrm,,Community model_ids.md,
Model Enemy,EM1803,Corvell Earthwyrm,,Community model_ids.md,
Model Enemy,EM1804,Elusious Windwyrm,,Community model_ids.md,
Model Enemy,EM1805,Radis Whitewyrm,,Community model_ids.md,
Model Enemy,EM1806,Evyl Blackwyrm,,Community model_ids.md,
Model Enemy,EM1900,Tayu'itar/Tayu'itar Mk II,,Community model_ids.md,
Model Enemy,EM2000,Gallanza,,Community model_ids.md,
Model Enemy,EM2100,Maglielle/Mysterious Swordsman,,Community model_ids.md,
Model Enemy,EM2300,Id (Dragonform),,Community model_ids.md,
Model Enemy,EM2400,Lilith,,Community model_ids.md,
Model Enemy,EM2500,Pincer,,Community model_ids.md,
Model Enemy,EM2600,Cobra/Sand Reaper,,Community model_ids.md,
Model Enemy,EM2700,Sir Barrold,,Community model_ids.md,
Model Enemy,EM2800,Ominous Form/Vengeful Wraith/Calamitous Specter,,Community model_ids.md,
Model Enemy,EM3100,Pyet-A,,Community model_ids.md,
Model Enemy,EM7000,Proto Bahamut,,Community model_ids.md,
Model Enemy,EM7100,Vulkan Bolla,,Community model_ids.md,
Model Enemy,EM7110,Vulkan Bolla Nihilla,,Community model_ids.md,
Model Enemy,EM7200,Furycane,,Community model_ids.md,
Model Enemy,EM7210,Furycane Nihilla,,Community model_ids.md,
Model Enemy,EM7300,Managarmr,,Community model_ids.md,
Model Enemy,EM7310,Managarmr Nihilla,,Community model_ids.md,
Model Enemy,EM7400,Excavallion,,Community model_ids.md,
Model Enemy,EM7401,Talus Reactor (Excavallion),,Community model_ids.md,
Model Enemy,EM7404,Spinal Core (Excavallion),,Community model_ids.md,
Model Enemy,EM7406,Atlas Plug/Bolt/Primal Cylinder (Excavallion),,Community model_ids.md,
Model Enemy,EM7407,Deltoid Reactor/Forearm Reactor (Excavallion),,Community model_ids.md,
Model Enemy,EM7408,Coxa Reactor (Excavallion),,Community model_ids.md,
Model Enemy,EM7409,Chest Reactor (Excavallion),,Community model_ids.md,
Model Enemy,EM7410,Spinal Core (Excavallion),,Community model_ids.md,
Model Enemy,EM7500,Angra Mainyu,,Community model_ids.md,
Model Enemy,EM7520,Daeva,,Community model_ids.md,
Model Enemy,EM7530,Aka Manah,,Community model_ids.md,
Model Enemy,EM7540,Aka Manah (Wires),,Community model_ids.md,
Model Enemy,EM7600,Bahamut Versa,,Community model_ids.md,
Model Enemy,EM7603,Bahamut Core,,Community model_ids.md,
Model Enemy,EM7610,Bahamut Versa Omega,,Community model_ids.md,
Model Enemy,EM7700,Lucilius,,Community model_ids.md,
Model Map Animated,BA0350,Cat,,Community model_ids.md,
Model Map Animated,BA2103,Grapnel,,Community model_ids.md,
Model Map Animated,BA7200,Keeper,,Community model_ids.md,
Model Map Animated,BA7201,Watcher,,Community model_ids.md,
Model Map Animated,BA7210,Calamitous Vestiges,,Community model_ids.md,
Model Map Animated,BA7211,Calamitous Gate,,Community model_ids.md,
Model NPC,NP0000,Lyria,,Community model_ids.md,
Model NPC,NP0001,Lyria (Church of Avia),,Community model_ids.md,
Model NPC,NP0100,Vyrn,,Community model_ids.md,
Model NPC,NP0200,Sierokarte,,Community model_ids.md,
Model NPC,NP0300,Rolan,,Community model_ids.md,
Model NPC,NP0301,Rolan (2),,Community model_ids.md,
Model NPC,NP0400,Historiath,,Community model_ids.md,
Model NPC,NP0500,Lilith,,Community model_ids.md,
Model NPC,NP0600,Zathba,,Community model_ids.md,
Model NPC,NP0700,Human Man,,Community model_ids.md,
Model NPC,NP0702,Human Man (2),,Community model_ids.md,
Model NPC,NP0800,Old Man with Cane,,Community model_ids.md,
Model NPC,NP0900,Human Boy,,Community model_ids.md,
Model NPC,NP1000,Human Woman,,Community model_ids.md,
Model NPC,NP1002,Human Woman (2),,Community model_ids.md,
Model NPC,NP1010,Human Woman (3),,Community model_ids.md,
Model NPC,NP1200,Erune Man,,Community model_ids.md,
Model NPC,NP1202,Dagger,,Community model_ids.md,
Model NPC,NP1300,Erune Woman,,Community model_ids.md,
Model NPC,NP1400,Harvin Man,,Community model_ids.md,
Model NPC,NP1402,Rilla,,Community model_ids.md,
Model NPC,NP1500,Harvin Girl,,Community model_ids.md,
Model NPC,NP1502,Harvin Woman,,Community model_ids.md,
Model NPC,NP1510,Harvin Girl (2),,Community model_ids.md,
Model NPC,NP1600,Draph Man,,Community model_ids.md,
Model NPC,NP1602,Pops,,Community model_ids.md,
Model NPC,NP1700,Draph Woman,,Community model_ids.md,
Model NPC,NP1702,Draph Woman (2),,Community model_ids.md,
Model NPC,NP1710,Draph Woman (3),,Community model_ids.md,
Model NPC,NP1800,Mellose Acolyte,,Community model_ids.md,
Model NPC,NP1900,Seedhollow Soldier,,Community model_ids.md,
Model NPC,NP2000,Boy,,Community model_ids.md,
Model NPC,NP2100,Girl,,Community model_ids.md,
Model NPC,NP2200,Alliance Receptionist,,Community model_ids.md,
Model NPC,NP2201,Alliance Receptionist (2),,Community model_ids.md,
Model Player,PL0000,Gran (Rebel),,Community model_ids.md,
Model Player,PL0001,Gran (original),,Community model_ids.md,
Model Player,PL0100,Djeeta (Rebel),,Community model_ids.md,
Model Player,PL0101,Djeeta (original),,Community model_ids.md,
Model Player,PL0200,Katalina,,Community model_ids.md,
Model Player,PL0300,Rackam,,Community model_ids.md,
Model Player,PL0400,Io,,Community model_ids.md,
Model Player,PL0500,Eugen,,Community model_ids.md,
Model Player,PL0600,Rosetta,,Community model_ids.md,
Model Player,PL0700,Ferry,,Community model_ids.md,
Model Player,PL0800,Lancelot,,Community model_ids.md,
Model Player,PL0900,Vane,,Community model_ids.md,
Model Player,PL1000,Percivale,,Community model_ids.md,
Model Player,PL1100,Siegfried,,Community model_ids.md,
Model Player,PL1101,Siegfried (Open Helmet),,Community model_ids.md,
Model Player,PL1102,Siegfried (Closed Helmet),,Community model_ids.md,
Model Player,PL1200,Charlotta,,Community model_ids.md,
Model Player,PL1300,Yodarha,,Community model_ids.md,
Model Player,PL1400,Narmaya,,Community model_ids.md,
Model Player,PL1500,Ghandagoza,,Community model_ids.md,
Model Player,PL1600,Zeta,,Community model_ids.md,
Model Player,PL1700,Vaseraga,,Community model_ids.md,
Model Player,PL1800,Cagliostro,,Community model_ids.md,
Model Player,PL1900,Id,,Community model_ids.md,
Model Player,PL2000,Id (Transformation),,Community model_ids.md,
Model Player,PL2100,Sandalphon (1.3.0),,Community model_ids.md,
Model Player,PL2200,Seofon (1.2.0),,Community model_ids.md,
Model Player,PL2300,Tweyen (1.2.0),,Community model_ids.md,
Model Player Weapon,WP0000,Traveller's Sword,,Community model_ids.md,
Model Player Weapon,WP0001,Durandal,,Community model_ids.md,
Model Player Weapon,WP0002,"Sword of Eos (Sword of Eos, the Star Key)",,Community model_ids.md,"Sword of Eos, the Star Key"
Model Player Weapon,WP0003,Albacore Blade,,Community model_ids.md,
Model Player Weapon,WP0004,Ultima Sword,,Community model_ids.md,
Model Player Weapon,WP0005,"Seven-Star Sword (Seven-Star Sword, Celestial)",,Community model_ids.md,"Seven-Star Sword, Celestial"
Model Player Weapon,WP0010,False Sword of the Apocalypse,,Community model_ids.md,
Model Player Weapon,WP0100,Partenza,,Community model_ids.md,
Model Player Weapon,WP0200,Rukalsa,,Community model_ids.md,
Model Player Weapon,WP0201,Flame Rapier,,Community model_ids.md,
Model Player Weapon,WP0202,"Murgleis (Murgleis, the Azure Oath)",,Community model_ids.md,"Murgleis, the Azure Oath"
Model Player Weapon,WP0203,Luminiera Sword Omega,,Community model_ids.md,
Model Player Weapon,WP0204,Ephemeron,,Community model_ids.md,
Model Player Weapon,WP0205,"Blutgang (Blutgang, Blade of Refuge)",,Community model_ids.md,"Blutgang, Blade of Refuge"
Model Player Weapon,WP0290,Ares,,Community model_ids.md,
Model Player Weapon,WP0291,Ares Sword,,Community model_ids.md,
Model Player Weapon,WP0292,Ares Shield,,Community model_ids.md,
Model Player Weapon,WP0300,Flintspike,,Community model_ids.md,
Model Player Weapon,WP0301,Wheellock Axe,,Community model_ids.md,
Model Player Weapon,WP0302,"Benedia (Benedia, Azure Ammunition)",,Community model_ids.md,"Benedia, Azure Ammunition"
Model Player Weapon,WP0303,Tiamat Bolt Omega,,Community model_ids.md,
Model Player Weapon,WP0304,Stormcloud,,Community model_ids.md,
Model Player Weapon,WP0305,"Freikugel (Freikugel, the Purifier)",,Community model_ids.md,"Freikugel, the Purifier"
Model Player Weapon,WP0370,Shotgun,,Community model_ids.md,
Model Player Weapon,WP0400,Little Witch Scepter,,Community model_ids.md,
Model Player Weapon,WP0401,Zhezl,,Community model_ids.md,
Model Player Weapon,WP0402,"Gambanteinn (Gambanteinn, Staff of Hope)",,Community model_ids.md,"Gambanteinn, Staff of Hope"
Model Player Weapon,WP0403,Colossus Cane Omega,,Community model_ids.md,
Model Player Weapon,WP0404,Tupsimati,,Community model_ids.md,
Model Player Weapon,WP0405,"Caduceus (Caduceus, Immortal Coil)",,Community model_ids.md,"Caduceus, Immortal Coil"
Model Player Weapon,WP0500,Dreyse,,Community model_ids.md,
Model Player Weapon,WP0501,Matchlock,,Community model_ids.md,
Model Player Weapon,WP0502,"Ak-4A (AK-4A, the Suppressor)",,Community model_ids.md,"AK-4A, the Suppressor"
Model Player Weapon,WP0503,Leviathan Muzzle,,Community model_ids.md,
Model Player Weapon,WP0504,Clarion,,Community model_ids.md,
Model Player Weapon,WP0505,"Draconic Fire (Draconic Fire, Charring Breath)",,Community model_ids.md,"Draconic Fire, Charring Breath"
Model Player Weapon,WP0590,Thrown Grenade,,Community model_ids.md,
Model Player Weapon,WP0600,Egoism,,Community model_ids.md,
Model Player Weapon,WP0601,Swordbreaker,,Community model_ids.md,
Model Player Weapon,WP0602,"Love Eternal (Love Eternal, Forevermore)",,Community model_ids.md,"Love Eternal, Forevermore"
Model Player Weapon,WP0603,Rose Crystal Knife,,Community model_ids.md,
Model Player Weapon,WP0604,Cortana,,Community model_ids.md,
Model Player Weapon,WP0605,Dagger of Bahamut Coda (Primal Dagger of Bahamut Coda),,Community model_ids.md,Primal Dagger of Bahamut Coda
Model Player Weapon,WP0690,Large Rose Vine,,Community model_ids.md,
Model Player Weapon,WP0691,Vine,,Community model_ids.md,
Model Player Weapon,WP0692,Large Vine,,Community model_ids.md,
Model Player Weapon,WP0693,Large Rose,,Community model_ids.md,
Model Player Weapon,WP0694,Large Leafy Vine,,Community model_ids.md,
Model Player Weapon,WP0695,Round Vine?,,Community model_ids.md,
Model Player Weapon,WP0700,Geisterpeitche,,Community model_ids.md,
Model Player Weapon,WP0701,Leather Belt,,Community model_ids.md,
Model Player Weapon,WP0702,"Ethereal Lasher (Ethereal Lasher, Fleeting End)",,Community model_ids.md,"Ethereal Lasher, Fleeting End"
Model Player Weapon,WP0703,Flame Lit Curl,,Community model_ids.md,
Model Player Weapon,WP0704,Live Wire,,Community model_ids.md,
Model Player Weapon,WP0705,"Erinnerung (Erinnerung, From Beyond)",,Community model_ids.md,"Erinnerung, From Beyond"
Model Player Weapon,WP0790,Momo,,Community model_ids.md,
Model Player Weapon,WP0791,Fugee,,Community model_ids.md,
Model Player Weapon,WP0792,Nicola,,Community model_ids.md,
Model Player Weapon,WP0793,GeeGee,,Community model_ids.md,
Model Player Weapon,WP0794,Beppo,,Community model_ids.md,
Model Player Weapon,WP0800,Altachiara,,Community model_ids.md,
Model Player Weapon,WP0801,Hoarfrost Blade Persius,,Community model_ids.md,
Model Player Weapon,WP0802,Blanc Comme Neige,,Community model_ids.md,
Model Player Weapon,WP0803,Vegalta,,Community model_ids.md,
Model Player Weapon,WP0804,"Knight of Ice (Knight of Ice, the Silver Blur)",,Community model_ids.md,"Knight of Ice, the Silver Blur"
Model Player Weapon,WP0805,"Damascus Knife (Damascus Knife, the Unseen)",,Community model_ids.md,"Damascus Knife, the Unseen"
Model Player Weapon,WP0900,Alabarda,,Community model_ids.md,
Model Player Weapon,WP0901,Swan,,Community model_ids.md,
Model Player Weapon,WP0902,"Treuer Krieger (Treuer Krieger, the Dauntless)",,Community model_ids.md,"Treuer Krieger, the Dauntless"
Model Player Weapon,WP0903,Ukonvasara,,Community model_ids.md,
Model Player Weapon,WP0904,Blossom Axe,,Community model_ids.md,
Model Player Weapon,WP0905,"Mjolnir (Mjolnir, Thunderous Crusher)",,Community model_ids.md,"Mjolnir, Thunderous Crusher"
Model Player Weapon,WP1000,Flamberge,,Community model_ids.md,
Model Player Weapon,WP1001,Lohengrin,,Community model_ids.md,
Model Player Weapon,WP1002,Antwerp,,Community model_ids.md,
Model Player Weapon,WP1003,Joyeuse,,Community model_ids.md,
Model Player Weapon,WP1004,"Lord of Flames (Lord of Flames, Exalted Reign)",,Community model_ids.md,"Lord of Flames, Exalted Reign"
Model Player Weapon,WP1005,"Gottfried (Gottfried, the White Fang)",,Community model_ids.md,"Gottfried, the White Fang"
Model Player Weapon,WP1100,Integrity,,Community model_ids.md,
Model Player Weapon,WP1101,Broadsword of Earth,,Community model_ids.md,
Model Player Weapon,WP1102,"Ascalon (Ascalon, Dragon's Bane)",,Community model_ids.md,"Ascalon, Dragon's Bane"
Model Player Weapon,WP1103,Hrunting,,Community model_ids.md,
Model Player Weapon,WP1104,Windhose,,Community model_ids.md,
Model Player Weapon,WP1105,"Balmung (Balmung, the Blue Blaze)",,Community model_ids.md,"Balmung, the Blue Blaze"
Model Player Weapon,WP1200,Claiomh Solais,,Community model_ids.md,
Model Player Weapon,WP1201,Arondight,,Community model_ids.md,
Model Player Weapon,WP1202,"Claidheamh Soluis (Claidheamh Soluis, the Radiant)",,Community model_ids.md,"Claidheamh Soluis, the Radiant"
Model Player Weapon,WP1203,Ushumgal,,Community model_ids.md,
Model Player Weapon,WP1204,Sahrivar,,Community model_ids.md,
Model Player Weapon,WP1205,"Galatine (Galatine, Trinity's Wrath)",,Community model_ids.md,"Galatine, Trinity's Wrath"
Model Player Weapon,WP1300,Kiku-Ichimonji,,Community model_ids.md,
Model Player Weapon,WP1301,Asura,,Community model_ids.md,
Model Player Weapon,WP1302,"Fudo-Kuniyuki (Fudo-Kuniyuki, Scarlet Glory)",,Community model_ids.md,"Fudo-Kuniyuki, Scarlet Glory"
Model Player Weapon,WP1303,Higurashi,,Community model_ids.md,
Model Player Weapon,WP1304,Xeno Phantom Demon Blade,,Community model_ids.md,
Model Player Weapon,WP1305,"Swordfish (Swordfish, Tipper of Scales)",,Community model_ids.md,"Swordfish, Tipper of Scales"
Model Player Weapon,WP1400,Nakamaki Nodachi,,Community model_ids.md,
Model Player Weapon,WP1401,Kotetsu,,Community model_ids.md,
Model Player Weapon,WP1402,"Venustas (Venustas, the Sacred Gift)",,Community model_ids.md,"Venustas, the Sacred Gift"
Model Player Weapon,WP1403,Flourithium Blade,,Community model_ids.md,
Model Player Weapon,WP1404,Blade of Purification,,Community model_ids.md,
Model Player Weapon,WP1405,"Ameno Habakiri (Ameno Habakiri, the Beheader)",,Community model_ids.md,"Ameno Habakiri, the Beheader"
Model Player Weapon,WP1470,Blue Stance Sword,,Community model_ids.md,
Model Player Weapon,WP1500,Brahma Gauntlet,,Community model_ids.md,
Model Player Weapon,WP1501,Rope Knuckles,,Community model_ids.md,
Model Player Weapon,WP1502,Crimson Finger,,Community model_ids.md,
Model Player Weapon,WP1503,"Golden Fists of Ura (Golden Fists of Ura, No Mercy)",,Community model_ids.md,"Golden Fists of Ura, No Mercy"
Model Player Weapon,WP1504,Arkab,,Community model_ids.md,
Model Player Weapon,WP1505,"Sky Piercer (Sky Piercer, the Apex Fist)",,Community model_ids.md,"Sky Piercer, the Apex Fist"
Model Player Weapon,WP1600,Spear of Arvess,,Community model_ids.md,
Model Player Weapon,WP1601,Sunspot Spear,,Community model_ids.md,
Model Player Weapon,WP1602,"Brionac (Brionac, the Dominant)",,Community model_ids.md,"Brionac, the Dominant"
Model Player Weapon,WP1603,Gisla,,Community model_ids.md,
Model Player Weapon,WP1604,Huanglong Spear,,Community model_ids.md,
Model Player Weapon,WP1605,"Gae Bulg (Gae Bulg, Impaler of Ruin)",,Community model_ids.md,"Gae Bulg, Impaler of Ruin"
Model Player Weapon,WP1690,Extra Spear,,Community model_ids.md,
Model Player Weapon,WP1700,Great Scythe Grynoth,,Community model_ids.md,
Model Player Weapon,WP1701,Alsarav,,Community model_ids.md,
Model Player Weapon,WP1702,"Wurtzite Scythe (Wurtzite Scythe, Reaper's Hand)",,Community model_ids.md,"Wurtzite Scythe, Reaper's Hand"
Model Player Weapon,WP1703,Soul Eater,,Community model_ids.md,
Model Player Weapon,WP1704,Cosmic Scythe,,Community model_ids.md,
Model Player Weapon,WP1705,"Ereshkigal (Ereshkigal, Impending Doom)",,Community model_ids.md,"Ereshkigal, Impending Doom"
Model Player Weapon,WP1800,Magnum Opus,,Community model_ids.md,
Model Player Weapon,WP1801,Dream Atlas,,Community model_ids.md,
Model Player Weapon,WP1802,"Transmigration Tome (Transmigration Tome, Infinity)",,Community model_ids.md,"Transmigration Tome, Infinity"
Model Player Weapon,WP1803,Sacred Codex,,Community model_ids.md,
Model Player Weapon,WP1804,Arshivelle,,Community model_ids.md,
Model Player Weapon,WP1805,"Zosimos (Zosimos, the Unabridged Truth)",,Community model_ids.md,"Zosimos, the Unabridged Truth"
Model Player Weapon,WP1890,Dash Dragon (Ouroboros),,Community model_ids.md,Ouroboros
Model Player Weapon,WP1892,Statue Substitute,,Community model_ids.md,
Model Player Weapon,WP1893,Small Ult Dagger,,Community model_ids.md,
Model Player Weapon,WP1894,Ult Dagger,,Community model_ids.md,
Model Player Weapon,WP1895,Spear,,Community model_ids.md,
Model Player Weapon,WP1896,Chakram,,Community model_ids.md,
Model Player Weapon,WP1897,Blades,,Community model_ids.md,
Model Player Weapon,WP1898,Torch Hammer,,Community model_ids.md,
Model Player Weapon,WP1900,Ragnarok,,Community model_ids.md,
Model Player Weapon,WP1901,Aviaeth Faussart,,Community model_ids.md,
Model Player Weapon,WP1902,"Susanoo (Susanoo, the Condemner)",,Community model_ids.md,"Susanoo, the Condemner"
Model Player Weapon,WP1903,Premium Sword,,Community model_ids.md,
Model Player Weapon,WP1904,Ecke Sachs,,Community model_ids.md,
Model Player Weapon,WP1905,Sword of Bahamut (Primal Sword of Bahamut),,Community model_ids.md,Primal Sword of Bahamut
Model Player Weapon,WP2100,Apprentice,,Community model_ids.md,
Model Player Weapon,WP2106,"World Ender (World Ender, the Fated Edge)",,Community model_ids.md,"World Ender, the Fated Edge"
Model Player Weapon,WP2200,Sette di Spade,,Community model_ids.md,
Model Player Weapon,WP2206,"Gateway-Star Sword, Seven Winks",,Community model_ids.md,
Model Player Weapon,WP2290,Seofon's Avatar,,Community model_ids.md,
Model Player Weapon,WP2300,Bow of Dismissal,,Community model_ids.md,
Model Player Weapon,WP2306,Desolation-Crown Bow,,Community model_ids.md,
Motion Flag0 Bit,1,Allows walking to cancel current action,1,Community motions.md,
Motion Flag0 Bit,1073741824,Closes follow-up attack window,1073741824,Community motions.md,
Motion Flag0 Bit,131072,Significantly lowers gravity,131072,Community motions.md,
Motion Flag0 Bit,134217728,Inherent Stout / knockback resistance,134217728,Community motions.md,
Motion Flag0 Bit,16777216,Allows X inputs,16777216,Community motions.md,
Motion Flag0 Bit,2,Allows chaining to next action,2,Community motions.md,
Motion Flag0 Bit,2048,Gives i-Frames for duration,2048,Community motions.md,
Motion Flag0 Bit,32,Allows additional hit,32,Community motions.md,
Motion Flag0 Bit,4,Allows dodge,4,Community motions.md,
Motion Flag0 Bit,4194304,Unholster/equip weapon,4194304,Community motions.md,
Motion Flag0 Bit,524288,Allows branchAtkHit_ after hit,524288,Community motions.md,
Motion Flag0 Bit,536870912,Allows turn during action,536870912,Community motions.md,
Motion Flag0 Bit,64,Allows Y inputs,64,Community motions.md,
Motion Flag0 Bit,65536,Re-enables gravity,65536,Community motions.md,
Motion Flag0 Bit,8,Allows jumping cancel,8,Community motions.md,
Motion Flag0 Bit,8192,Allows player to activate skills,8192,Community motions.md,
Motion Flag1 Bit,1,May allow parry gapclosing interaction,1,Community motions.md,
Motion Flag1 Bit,1048576,Activates Vane's Inherent Guard,1048576,Community motions.md,
Motion Flag1 Bit,1073741824,Closes follow-up attack window,1073741824,Community motions.md,
Motion Flag1 Bit,128,Consume Skill Charge,128,Community motions.md,
Motion Flag1 Bit,131072,Hold Input branch,131072,Community motions.md,
Motion Flag1 Bit,16,Calls FSM associated with move,16,Community motions.md,
Motion Flag1 Bit,262144,Perfect Window,262144,Community motions.md,
Motion Flag1 Bit,4,Cast Buff,4,Community motions.md,
Motion Flag1 Bit,4194304,Allows blocking,4194304,Community motions.md,
Motion Flag1 Bit,524288,Perfect Attack,524288,Community motions.md,
Motion Flag1 Bit,8,Marks end of SBA action,8,Community motions.md,
Motion Flag1 Bit,8388608,Parry Frames,8388608,Community motions.md,
Obj ID Prefix,0x100xxxx,fp object range,,Community obj_id.md,
Obj ID Prefix,0x101xxxx,fe object range,,Community obj_id.md,
Obj ID Prefix,0x102xxxx,fn object range,,Community obj_id.md,
Obj ID Prefix,0x103xxxx,we object range,,Community obj_id.md,
Obj ID Prefix,0x104xxxx,wn object range,,Community obj_id.md,
Obj ID Prefix,0x10Axxxx,np object range,,Community obj_id.md,
Obj ID Prefix,0x10Bxxxx,tr object range,,Community obj_id.md,
Obj ID Prefix,0x10Cxxxx,bt object range,,Community obj_id.md,
Obj ID Prefix,0x1xxxx,pl object range,,Community obj_id.md,
Obj ID Prefix,0x2xxxx,em object range,,Community obj_id.md,
Obj ID Prefix,0x3xxxx,wp object range,,Community obj_id.md,
Obj ID Prefix,0x4xxxx,et object range,,Community obj_id.md,
Obj ID Prefix,0x5xxxx,ef object range,,Community obj_id.md,
Obj ID Prefix,0x7xxxx,it object range,,Community obj_id.md,
Obj ID Prefix,0x9xxxx,sc object range,,Community obj_id.md,
Obj ID Prefix,0xCxxxx,bg object range,,Community obj_id.md,
Obj ID Prefix,0xExxxx,bh object range,,Community obj_id.md,
Obj ID Prefix,0xFxxxx,ba object range,,Community obj_id.md,
Phase,p100,Tempeal,,Community phase_id.csv,
Phase,p101,Zeghard Fortress,,Community phase_id.csv,
Phase,p102,The Hills,,Community phase_id.csv,
Phase,p103,Furycane Arena,,Community phase_id.csv,
Phase,p104,"Furycane Arena (Foggy, Story Cutscene)",,Community phase_id.csv,
Phase,p150,? Spawns to empty sky.,,Community phase_id.csv,
Phase,p200,Grandcypher (Avia chase),,Community phase_id.csv,
Phase,p201,Grandcypher (After avia chase?),,Community phase_id.csv,
Phase,p202,Avia ship,,Community phase_id.csv,
Phase,p203,"Grandcypher, avia ship to the right",,Community phase_id.csv,
Phase,p300,Leautagne Island Mountain,,Community phase_id.csv,
Phase,p400,Dahli Island Story Start,,Community phase_id.csv,
Phase,p401,Dahli Island Center (Excavallion fight?),,Community phase_id.csv,
Phase,p402,Dahli Island (Under?),,Community phase_id.csv,
Phase,p500,Phondam Isles Story Start,,Community phase_id.csv,
Phase,p501,Grandcypher,,Community phase_id.csv,
Phase,p502,Vulkan Bolla Arena,,Community phase_id.csv,
Phase,p503,Vulkan Bolla Arena (2),,Community phase_id.csv,
Phase,p600,"Seedhollow (Arena 1, Bridge)",,Community phase_id.csv,
Phase,p601,Angra Mainyu Arena,,Community phase_id.csv,
Phase,p602,Seedhollow (?),,Community phase_id.csv,
Phase,p700,Pillar of Vayoi Start,,Community phase_id.csv,
Phase,p701,Bahamut Versa Sky Arena,,Community phase_id.csv,
Phase,p702,Bahamut Versa (Bugged?),,Community phase_id.csv,
Phase,p703,Pillar of Vayoi Arena?,,Community phase_id.csv,
Phase,p704,Pillar of Vayoi (on Grandcypher),,Community phase_id.csv,
Phase,p710,Versa vs Proto Purple Sky Arena,,Community phase_id.csv,
Phase,p711,Grandcypher (?),,Community phase_id.csv,
Phase,p720,Lucilius Arena,,Community phase_id.csv,
Phase,p800,"Grandcypher (Story start, messy deck/obstacles)",,Community phase_id.csv,
Phase,p801,Grandcypher (Bugged?),,Community phase_id.csv,
Phase,p802,"Grandcypher (? deck only, obstacles)",,Community phase_id.csv,
Phase,p803,Grandcypher (Proto fight sky),,Community phase_id.csv,
Phase,p900,Sundappled Grove (story),,Community phase_id.csv,
Phase,p901,Captain fall (?),,Community phase_id.csv,
Phase,pA01,?,,Community phase_id.csv,
Phase,pA10,?,,Community phase_id.csv,
Phase,pB00,?,,Community phase_id.csv,
Phase,pB01,Clouds (?),,Community phase_id.csv,
Phase,pB06,Clouds (?),,Community phase_id.csv,
Phase,pB20,Id Story Quest,,Community phase_id.csv,
Phase,pB30,? Sir Barrold in the air,,Community phase_id.csv,
Phase,pC00,Folca,,Community phase_id.csv,
Phase,pD00,Seedhollow,,Community phase_id.csv,
Phase,pD01,Seedhollow (night),,Community phase_id.csv,
Phase,pD02,Seedhollow (night),,Community phase_id.csv,
Phase,pE10,Rolan Ship,,Community phase_id.csv,
Phase,pE20,Grandcypher,,Community phase_id.csv,
Phase,pE30,Grandcypher (Snowy),,Community phase_id.csv,
Phase,pE40,"Grandcypher (Night, not snowy)",,Community phase_id.csv,
Phase,pE41,Rolan Ship,,Community phase_id.csv,
Phase,pE50,Grandcypher (to Desert),,Community phase_id.csv,
Phase,pE60,Grandcypher (Night),,Community phase_id.csv,
Phase,pE70,Grandcypher (to Pillar),,Community phase_id.csv,
Phase,pE80,"Grandcypher (sunset, to Versa?)",,Community phase_id.csv,
Phase,pE90,Grandcypher (normal),,Community phase_id.csv,
Phase,pE91,"Grandcypher (deck only, invisible walls)",,Community phase_id.csv,
Phase,pE92,Grandcypher (?),,Community phase_id.csv,
Phase,pE93,Grandcypher (? empty),,Community phase_id.csv,
Phase,pEA0,Grandcypher (Sir Barrold),,Community phase_id.csv,
