id,name,hash,aliases
WP1802,"Transmigration Tome (Transmigration Tome, Infinity)",F35B6AA9,"Model Player Weapon; Player weapon models; Transmigration Tome, Infinity; Community model_ids"
WP1803,Sacred Codex,2E726F0D,Model Player Weapon; Player weapon models; Community model_ids
WP1804,Arshivelle,F6E13D5C,Model Player Weapon; Player weapon models; Community model_ids
WP1805,"Zosimos (Zosimos, the Unabridged Truth)",5D9841E6,"Model Player Weapon; Player weapon models; Zosimos, the Unabridged Truth; Community model_ids"
WP1890,Dash Dragon (Ouroboros),59068280,Model Player Weapon; Player weapon models; Ouroboros; Community model_ids
WP1892,Statue Substitute,827FE7A1,Model Player Weapon; Player weapon models; Community model_ids
WP1893,Small Ult Dagger,F0D1AB5D,Model Player Weapon; Player weapon models; Community model_ids
WP1894,Ult Dagger,48A67DE9,Model Player Weapon; Player weapon models; Community model_ids
WP1895,Spear,99963403,Model Player Weapon; Player weapon models; Community model_ids
WP1896,Chakram,5864A3FC,Model Player Weapon; Player weapon models; Community model_ids
WP1897,Blades,81BAEC15,Model Player Weapon; Player weapon models; Community model_ids
WP1898,Torch Hammer,C35ACA3F,Model Player Weapon; Player weapon models; Community model_ids
WP1900,Ragnarok,2764F5FE,Model Player Weapon; Player weapon models; Community model_ids
WP1901,Aviaeth Faussart,000EBF9C,Model Player Weapon; Player weapon models; Community model_ids
WP1902,"Susanoo (Susanoo, the Condemner)",2F3D0BEB,"Model Player Weapon; Player weapon models; Susanoo, the Condemner; Community model_ids"
WP1903,Premium Sword,3295007C,Model Player Weapon; Player weapon models; Community model_ids
WP1904,Ecke Sachs,2B87BD47,Model Player Weapon; Player weapon models; Community model_ids
WP1905,Sword of Bahamut (Primal Sword of Bahamut),5F0B6844,Model Player Weapon; Player weapon models; Primal Sword of Bahamut; Community model_ids
WP2100,Apprentice,FE4A9124,Model Player Weapon; Player weapon models; Community model_ids
WP2106,"World Ender (World Ender, the Fated Edge)",299CD727,"Model Player Weapon; Player weapon models; World Ender, the Fated Edge; Community model_ids"
WP2200,Sette di Spade,84BF2A65,Model Player Weapon; Player weapon models; Community model_ids
WP2206,"Gateway-Star Sword, Seven Winks",2A13C322,Model Player Weapon; Player weapon models; Community model_ids
WP2290,Seofon's Avatar,30A5D3A4,Model Player Weapon; Player weapon models; Community model_ids
WP2300,Bow of Dismissal,04C09046,Model Player Weapon; Player weapon models; Community model_ids
WP2306,Desolation-Crown Bow,7126CBAE,Model Player Weapon; Player weapon models; Community model_ids
