category,id,name,source,aliases
Quest/Stage,406365,Armor Is Best Served Cold,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,406366,A Heated Rivalry,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407101,The Final Report,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407301,Blazing Trial,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407302,Grounded Trial,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407303,Stormy Trial,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407304,Frigid Trial,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407305,Worst Vacation Ever,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407306,Trade Barriers,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407307,Melting Pot of Hostility,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407308,Banquet of Ice and Corpses,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407309,For a Freer Folca,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407310,A Quest of Fire and Earth,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407311,A Quest of Frost and Storm,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407312,The Wolf and the Veil,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407313,Calamity Incarnate,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407314,As Fierce as the Silver Wolf,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407315,Memories of Fire,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407316,Thunderbolts and Lightning,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407317,Into the Abyss,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407318,The Tale of Bahamut's Rage,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407319,The Automagod Strikes Back,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407320,The Final Vision,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407321,Zero,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407322,Lock Horns,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407323,Dark Swordman's Nightmare,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407324,Pageant of Might and Magic,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,407325,Zathba's 'Volunteers',Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,500A00,Folka (endgame),Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,501003,Seedhollow (endgame),Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,5F0001,Grandcypher (endgame),Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,601000,Practice,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,602000,Score Attack,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,603000,Time Attack,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,710000,Days of Our Zegagrande - The Automagod Strikes Back,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,710001,Days of Our Zegagrande - The Final Vision,Community quest_id.csv,Quest IDs; Data Version 1.3.x
Quest/Stage,720018,Lyria's Journal/Empty?,Community quest_id.csv,Quest IDs; Data Version 1.3.x
